"","V1","Link","Title","Authors","Contributors","ISBN.UID","Format","Read.Status","Date.Added","Last.Date.Read","Dates.Read","Read.Count","Moods","Pace","Character..or.Plot.Driven.","Strong.Character.Development.","Loveable.Characters.","Diverse.Characters.","Flawed.Characters.","Star.Rating","Review","Content.Warnings","Content.Warning.Description","Tags","Owned.","Description","FRE","adventurous","challenging","dark","emotional","funny","hopeful","informative","inspiring","lighthearted","mysterious","reflective","relaxing","sad","tense","recc","recc_yes_prob"
"94",495,"https://app.thestorygraph.com/books/ca270e20-383a-46e6-b54b-f90956286937","Starsight","Brandon Sanderson","","9.78E+12","paperback","to-read","12/27/2023",NA,NA,0,"adventurous, mysterious","fast","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","From the #1 New York Times bestselling author of the Reckoners series, Words of Radiance,  the Mistborn trilogy, and the Stormlight Archive comes the sequel to Skyward. The epic adventure continues in this story of a girl with a secret in a dangerous world at war for humanity\'s future. All her life, Spensa has dreamed of becoming a pilot. Of proving she\'s a hero like her father. She made it to the sky, but the truths she learned about her father were crushing. The rumors of his cowardice are true--he deserted his flight during battle against the Krell. Worse, though, he turned against his team and attacked them. Spensa is sure there\'s more to the story. And she\'s sure that whatever happened to her father in his starship could happen to her. When she made it outside the protective shell of her planet, she heard the stars--and it was terrifying. Everything Spensa has been taught about her world is a lie. But Spensa also discovered a few other things about herself--and she\'ll travel to the end of the galaxy to save humankind if she needs to.",72.66,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Yes",0.82907445993553
"13",50,"https://app.thestorygraph.com/books/16f46d92-0f45-4573-a5d1-34131e5bf1ca","The City We Became","N.K. Jemisin","","9.78E+12","hardcover","to-read","8/22/2023",NA,NA,0,"adventurous, mysterious","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Three-time Hugo Award-winning and New York Times bestselling author N.K. Jemisin crafts her most incredible novel yet, a \""""glorious\"""" story of culture, identity, magic, and myths in contemporary New York City.In Manhattan, a young grad student gets off the train and realizes he doesn\'t remember who he is, where he\'s from, or even his own name. But he can sense the beating heart of the city, see its history, and feel its power.In the Bronx, a Lenape gallery director discovers strange graffiti scattered throughout the city, so beautiful and powerful it\'s as if the paint is literally calling to her.In Brooklyn, a politician and mother finds she can hear the songs of her city, pulsing to the beat of her Louboutin heels.And they\'re not the only ones.Every great city has a soul. Some are ancient as myths, and others are as new and destructive as children. New York? She\'s got six.",57.74,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Yes",0.828775147846865
"54",268,"https://app.thestorygraph.com/books/729fa564-7e19-47a4-8916-1b4ff9bbbf4f","Fire with Fire","Destiny Soria","","9.78E+12","hardcover","to-read","12/22/2023",NA,NA,0,"adventurous, emotional","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Raised to be fierce dragon slayers, two sisters end up on opposite sides of the impending war when one sister forms an unlikely, magical bond with a dragon in this standalone YA contemporary fantasy that\'s perfect for fans of Slayer and Sorcery of Thorns. Dani and Eden Rivera were both born to kill dragons, but the sisters couldn\'t be more different. For Dani, dragon slaying takes a back seat to normal high school life, while Eden prioritizes training above everything else. Yet they both agree on one thing: it\'s kill or be killed where dragons are concerned.  Until Dani comes face-to-face with one and forges a rare and magical bond with him. As she gets to know Nox, she realizes that everything she thought she knew about dragons is wrong. With Dani lost to the dragons, Eden turns to mysterious and alluring sorcerers to help save her sister. Now on opposite sides of the conflict, each sister will do whatever it takes to save the other. But the two are playing with magic that is more dangerous than they know, and there is another, more powerful enemy waiting for them both in the shadows.",63.73,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yes",0.826381817464741
"28",126,"https://app.thestorygraph.com/books/397703ae-3ad2-4aa1-a07e-88f0bddef864","The Henna Wars","Adiba Jaigirdar","","9.78E+12","hardcover","to-read","2/26/2020",NA,NA,0,"emotional, hopeful, lighthearted","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Nishat doesn’t want to lose her family, but she also doesn’t want to hide who she is, and it only gets harder once a childhood friend walks back into her life. Flávia is beautiful and charismatic, and Nishat falls for her instantly. But when a school competition invites students to create their own businesses, both Flávia and Nishat decide to showcase their talent as henna artists. In a fight to prove who is the best, their lives become more tangled—but Nishat can’t quite get rid of her crush, especially since Flávia seems to like her back.As the competition heats up, Nishat has a decision to make: stay in the closet for her family, or put aside her differences with Flávia and give their relationship a chance.",56.42,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"Yes",0.82465282004488
"115",586,"https://app.thestorygraph.com/books/e2dbc27e-3af2-4d25-9ec7-900fefa29923","Little Thieves","Margaret Owen","","9.78E+12","hardcover","to-read","5/31/2023",NA,NA,0,"adventurous, emotional, mysterious","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"Yes","A scrappy maid must outsmart both palace nobles and Low Gods in a new YA fantasy by Margaret Owen, author of the Merciful Crow series.Once upon a time, there was a horrible girl...Vanja Schmidt knows that no gift is freely given, not even a mother’s love—and she’s on the hook for one hell of a debt. Vanja, the adopted goddaughter of Death and Fortune, was Princess Gisele\'s dutiful servant up until a year ago. That was when Vanja’s otherworldly mothers demanded a terrible price for their care, and Vanja decided to steal her future back… by stealing Gisele’s life for herself.The real Gisele is left a penniless nobody while Vanja uses an enchanted string of pearls to take her place. Now, Vanja leads a lonely but lucrative double life as princess and jewel thief, charming nobility while emptying their coffers to fund her great escape. Then, one heist away from freedom, Vanja crosses the wrong god and is cursed to an untimely end: turning into jewels, stone by stone, for her greed.Vanja has just two weeks to figure out how to break her curse and make her getaway. And with a feral guardian half-god, Gisele’s sinister fiancé, and an overeager junior detective on Vanja’s tail, she’ll have to pull the biggest grift yet to save her own life.Margaret Owen, author of The Merciful Crow series, crafts a delightfully irreverent retelling of “The Goose Girl” about stolen lives, thorny truths, and the wicked girls at the heart of both.&nbsp;",46.48,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"Yes",0.823933609275159
"65",308,"https://app.thestorygraph.com/books/81e7cb63-b074-4c27-8898-5ccdac23c977","Throwback","Maurene Goo","","9.78E+12","hardcover","to-read","5/10/2023",NA,NA,0,"emotional, lighthearted, reflective","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Back to the Future meets The Joy Luck Club in this YA contemporary romance about a Korean American girl sent back to the \'90s to (reluctantly) help her teenage mom win Homecoming Queen.Being a first-generation Asian American immigrant is hard. You know what\'s harder? Being the daughter of one. Samantha Kang has never gotten along with her mother, Priscilla--and has never understood her bougie-nightmare, John Hughes high school expectations. After a huge fight between them, Sam is desperate to move forward--but instead, finds herself thrown back. Way back.To her shock, Sam finds herself back in high school . . . in the \'90s . . . with a 17-year-old Priscilla. Now this Gen Z girl must try to fit into an analog world. She\'s got the fashion down, but everything else is baffling. What is \""""microfiche\""""? What\'s with the casual racism and misogyny? And why does it feel like Priscilla is someone she could actually be . . . friends with?Sam\'s blast to the past has her finding the right romance in the wrong time while questioning everything she thought she knew about her mom . . . and herself. Will Sam figure out what she needs to do to fix things for her mom so that she can go back to a time she understands? Brimming with heart and humor, Maurene Goo\'s time-travel romance asks big questions about what exactly one inherits and loses in the immigrant experience. ",62.17,0,0,0,1,0,0,0,0,1,0,1,0,0,0,"Yes",0.823758280341981
"7",25,"https://app.thestorygraph.com/books/0af396ee-b4ca-4893-9908-f9c7a5d0ee00","The Hunting Moon","Susan Dennard","","9.78E+12","hardcover","to-read","4/11/2023",NA,NA,0,"mysterious","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Winnie Wednesday has gotten everything she thought she wanted. She passed the deadly hunter trials, her family has been welcomed back into the Luminaries, and overnight, she has become a local celebrity.Unfortunately, it all feels wrong. For one, nobody will believe her about the new nightmare called the Whisperer that\'s killing hunters each night. Everyone blames the werewolf, even though Winnie is certain the wolf is innocent.On top of that, following her dad\'s convoluted clues about the Dianas, their magic, and what happened in Hemlock Falls four years ago is leaving her with more questions than answers.Then to complicate it all, there is still only one person who can help her: Jay Friday, the boy with plenty of problems all his own.As bodies and secrets pile up around town, Winnie finds herself questioning what it means to be a true Wednesday and a true Luminary—and also where her fierce-hearted loyalties might ultimately have to lie.",40.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Yes",0.819552918949382
"113",567,"https://app.thestorygraph.com/books/ed038b25-c29c-4ea8-943d-71e02cf0fee9","Give Me a Sign","Anna Sortino","","9.78E+12","digital","to-read","1/1/2024",NA,NA,0,"emotional, reflective","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","A girl finds a community—and love—over the course of one summer in this joyful, wholesome YA romance that celebrates Deaf pride. Think CODA meets Jenny Han!Lilah is tired of being stuck in the middle. At least, that’s what having a hearing loss seems like sometimes—when you don’t feel “deaf enough” to identify as Deaf or hearing enough to meet the world’s expectations.Ready for a change, Lilah becomes a counselor at a summer camp for the deaf and blind, where she plans to brush up on her ASL. There, she also finds a community. There are British lifeguards, who are very cute and very hard to understand; a YouTuber, who’s just a bit desperate for clout; the campers Lilah’s responsible for (and maybe a bit overwhelmed by)—and there’s Isaac, the dreamy Deaf counselor who volunteers to help Lilah with her signing.Romance was neveron the agenda, and Lilah’s not positive Isaac likes her that way. But all signs seem to point to love—unless Lilah’s reading them wrong? One thing’s for sure: Lilah wanted change, and things here...they’re definitely different than she’s used to.",70.57,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Yes",0.816687700479757
"33",155,"https://app.thestorygraph.com/books/480244d0-1122-4f3a-a537-bca9ac58091f","The Wicked Bargain","Gabe Cole Novoa","","9.78E+12","hardcover","to-read","1/1/2024",NA,NA,0,"adventurous","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"Yes","El Diablo is in the details in this Latinx pirate fantasy starring a transmasculine nonbinary teen with a mission of revenge, redemption, and revolution.On Mar León de la Rosa’s sixteenth birthday, el Diablo comes calling. Mar is a transmasculine nonbinary teen pirate hiding a magical ability to manipulate fire and ice. But their magic isn’t enough to reverse a wicked bargain made by their father, and now el Diablo has come to collect his payment: the soul of Mar’s father and the entire crew of their ship.When Mar is miraculously rescued by the sole remaining pirate crew in the Caribbean, el Diablo returns to give them a choice: give up their soul to save their father by the harvest moon, or never see him again. The task is impossible–Mar refuses to make a bargain, and there’s no way their magic is a match for el Diablo. Then Mar finds the most unlikely allies: Bas, an infuriatingly arrogant and handsome pirate–and the captain’s son; and Dami, a gender-fluid demonio whose motives are never quite clear. For the first time in their life, Mar may have the courage to use their magic. It could be their only redemption–or it could mean certain death.",50.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes",0.814053213927159
"12",48,"https://app.thestorygraph.com/books/15d2f806-109c-44ea-a1cc-a6b7e9e47503","The Priory of the Orange Tree","Samantha Shannon","","9.78E+12","hardcover","to-read","6/7/2023",NA,NA,0,"adventurous, emotional","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","The New York Times bestselling \""""epic feminist fantasy perfect for fans of Game of Thrones\"""" (Bustle).&nbsp;A world divided.&nbsp;A queendom without an heir.&nbsp;An ancient enemy awakens.&nbsp;The House of Berethnet has ruled Inys for a thousand years. Still unwed, Queen Sabran the Ninth must conceive a daughter to protect her realm from destruction--but assassins are getting closer to her door.&nbsp;Ead Duryan is an outsider at court. Though she has risen to the position of lady-in-waiting, she is loyal to a hidden society of mages. Ead keeps a watchful eye on Sabran, secretly protecting her with forbidden magic.&nbsp;Across the dark sea, Tané has trained all her life to be a dragonrider, but is forced to make a choice that could see her life unravel.&nbsp;Meanwhile, the divided East and West refuse to parley, and forces of chaos are rising from their sleep.",44.92,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yes",0.812894359890147
"49",221,"https://app.thestorygraph.com/books/4a867641-d62d-4d39-8e0d-eeab7ada3a50","Small Favors","Erin A. Craig","","9.78E+12","digital","to-read","1/6/2024",NA,NA,0,"adventurous, dark, mysterious","medium","A mix","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,"No","From the New York Times bestselling author of House of Salt and Sorrows comes a mesmerizing and chilling novel that\'s The Village meets Needful Things about a girl who must pay a price to make her secret wishes true. Ellerie Downing lives in the quiet town of Amity Falls in the Blackspire Mountain range--five narrow peaks stretching into the sky like a grasping hand, bordered by a nearly impenetrable forest from which the early townsfolk fought off the devils in the woods. To this day, visitors are few and rare. But when a supply party goes missing, some worry that the monsters that once stalked the region have returned. As fall turns to winter, more strange activities plague the town. They point to a tribe of devilish and mystical creatures who promise to fulfill the residents\' deepest desires, however grand and impossible, for just a small favor. But their true intentions are much more sinister, and Ellerie finds herself in a race against time before all of Amity Falls, her family, and the boy she loves go up in flames. Small Favors is a beautifully creepy gothic tale loosely based on the fairy tale of Rumpelstiltskin.",63.53,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"Yes",0.811057079681865
"90",483,"https://app.thestorygraph.com/books/c6707535-c106-4b4d-b716-abbc124ef5af","The Language of Thorns: Midnight Tales and Dangerous Magic","Leigh Bardugo","Sara Kipin (Illustrator)","9.78E+12","hardcover","to-read","10/20/2017",NA,NA,0,"adventurous, dark, mysterious","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Love speaks in flowers. Truth requires thorns.Travel to a world of dark bargains struck by moonlight, of haunted towns and hungry woods, of talking beasts and gingerbread golems, where a young mermaid\'s voice can summon deadly storms and where a river might do a lovestruck boy\'s bidding but only for a terrible price.Inspired by myth, fairy tale, and folklore, #1 New York Times–bestselling author Leigh Bardugo has crafted a deliciously atmospheric collection of short stories filled with betrayals, revenge, sacrifice, and love.Perfect for new readers and dedicated fans, these tales will transport you to lands both familiar and strange—to a fully realized world of dangerous magic that millions have visited through the novels of the Grishaverse.This collection of six stories includes three brand-new tales, all of them lavishly illustrated with art that changes with each turn of the page, culminating in six stunning full-spread illustrations as rich in detail as the stories themselves.",2.29,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"Yes",0.810116437253997
"6",20,"https://app.thestorygraph.com/books/398d533c-59ed-4e4e-8656-164314b12c14","Eleanor Oliphant Is Completely Fine","Gail Honeyman","","9.78E+12","paperback","to-read","1/1/2024",NA,NA,0,"emotional, funny, hopeful","medium","Character","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,"No","No one\'s ever told Eleanor that life should be better than fine.&nbsp;Meet Eleanor Oliphant: She struggles with appropriate social skills and tends to say exactly what she\'s thinking. Nothing is missing in her carefully timetabled life of avoiding social interactions, where weekends are punctuated by frozen pizza, vodka, and phone chats with Mummy.&nbsp;But everything changes when Eleanor meets Raymond, the bumbling and deeply unhygienic IT guy from her office. When she and Raymond together save Sammy, an elderly gentleman who has fallen on the sidewalk, the three become the kinds of friends who rescue one another from the lives of isolation they have each been living. And it is Raymond\'s big heart that will ultimately help Eleanor find the way to repair her own profoundly damaged one.&nbsp;Soon to be a major motion picture produced by Reese Witherspoon, Eleanor Oliphant Is Completely Fine is the smart, warm, and uplifting story of an out-of-the-ordinary heroine whose deadpan weirdness and unconscious wit make for an irresistible journey as she realizes. . .&nbsp;The only way to survive is to open your heart.&nbsp;",34.97,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Yes",0.806803286239745
"66",314,"https://app.thestorygraph.com/books/84f7cad2-d67e-4ee3-a232-d0cd180b08e4","I Keep My Exoskeletons to Myself","Marisa Crane","","9.78E+12","paperback","to-read","1/25/2024",NA,NA,0,"dark, emotional, reflective","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Kris is a Shadester and a new mother to a baby born with a second shadow of her own. Grieving the loss of her wife and thoroughly unprepared for the reality of raising a child alone, Kris teeters on the edge of collapse, fumbling in a daze of alcohol, shame, and self-loathing. Yet as the kid grows, Kris finds her footing, raising a child whose irrepressible spark cannot be dampened by the harsh realities of the world. She can’t forget her wife, but with time, she can make a new life for herself and the kid, supported by a community of fellow misfits who defy the Department to lift one another up in solidarity and hope.&nbsp;In a United States not so unlike our own, the Department of Balance has adopted a radical new form of law enforcement: rather than incarceration, wrongdoers are given a second (and sometimes, third, fourth, and fifth) shadow as a reminder of their crime—and a warning to those they encounter. Within the Department, corruption and prejudice run rampant, giving rise to an underclass of so-called Shadesters who are disenfranchised, publicly shamed, and deprived of civil rights protections.With a first-person register reminiscent of the fierce self-disclosure of Sheila Heti and the poetic precision of Ocean Vuong, I Keep My Exoskeletons to Myself is a bold debut novel that examines the long shadow of grief, the hard work of parenting, and the power of queer resistance.Dept. of Speculation meets Black Mirror in this lyrical, speculative debut about a queer mother raising her daughter in an unjust surveillance state",27.16,0,0,1,1,0,0,0,0,0,0,1,0,0,0,"Yes",0.806321366671068
"70",346,"https://app.thestorygraph.com/books/90319df2-fbd2-4d50-8e3a-96120be5df4b","The Travelling Cat Chronicles","Hiro Arikawa","","9.78E+12","digital","to-read","1/1/2024",NA,NA,0,"emotional","slow","Character","Yes","Yes","Yes","No",NA,NA,NA,NA,NA,"No","We take journeys to explore exotic new places and to return to the comforts of home, to visit old acquaintances and to make new friends. But the most important journey is the one that shows us how to follow our hearts...An instant and international bestseller, The Travelling Cat Chronicles has charmed readers around the world. With simple yet descriptive prose, this novel gives voice to Nana the cat and his owner, Satoru, as they take to the road on a journey with no other purpose than to visit three of Satoru\'s longtime friends. Or so Nana is led to believe... With his crooked tail--a sign of good fortune--and adventurous spirit, Nana is the perfect companion for the man who took him in as a stray. As they travel in a silver van across Japan, with its ever-changing scenery and seasons, they will learn the true meaning of courage and gratitude, of loyalty and love.",62.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yes",0.806251482209871
"118",595,"https://app.thestorygraph.com/books/f70c0900-3686-4564-8ebe-5243e17c6de3","The Water Outlaws","S.L. Huang","","9.78E+12","hardcover","to-read","5/10/2023",NA,NA,0,"adventurous","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Inspired by a classic of martial arts literature, S. L. Huang\'s The Water Outlaws are bandits of devastating ruthlessness, unseemly femininity, dangerous philosophies, and ungovernable gender who are ready to make history—or tear it apart.In the jianghu, you break the law to make it your own.Lin Chong is an expert arms instructor, training the Emperor\'s soldiers in sword and truncheon, battle axe and spear, lance and crossbow. Unlike bolder friends who flirt with challenging the unequal hierarchies and values of Imperial society, she believes in keeping her head down and doing her job.Until a powerful man with a vendetta rips that carefully-built life away.Disgraced, tattooed as a criminal, and on the run from an Imperial Marshall who will stop at nothing to see her dead, Lin Chong is recruited by the Bandits of Liangshan. Mountain outlaws on the margins of society, the Liangshan Bandits proclaim a belief in justice—for women, for the downtrodden, for progressive thinkers a corrupt Empire would imprison or destroy. They’re also murderers, thieves, smugglers, and cutthroats.Apart, they love like demons and fight like tigers. Together, they could bring down an empire.",40.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes",0.806149192953771
"69",345,"https://app.thestorygraph.com/books/8f8f09a0-2968-4cf9-ae86-a4a39f1d8a0e","The Perfect World of Miwako Sumida","Clarissa Goenawan","","9.78E+12","hardcover","to-read","12/22/2023",NA,NA,0,"emotional, mysterious, reflective","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","From the critically acclaimed author of Rainbirds comes a novel of tragedy and dark histories set in Japan.University sophomore Miwako Sumida has hanged herself, leaving those closest to her reeling. In the months before her suicide, she was hiding away in a remote mountainside village, but what, or whom, was she running from?To Ryusei, a fellow student at Waseda; Chie, Miwako’s best friend; and Fumi, Ryusei’s older sister, Miwako was more than the blunt, no-nonsense person she projected to the world. Heartbroken, Ryusei begs Chie to take him to the village where Miwako spent her final days. While he is away, Fumi receives an unexpected guest at their shared apartment in Tokyo, distracting her from her fear that Miwako’s death may ruin what is left of her brother’s life.Expanding on the beautifully crafted world of Rainbirds, Clarissa Goenawan gradually pierces through a young woman’s careful façade, unmasking her most painful secrets.",41.57,0,0,0,1,0,0,0,0,0,1,1,0,0,0,"Yes",0.805351294936033
"67",326,"https://app.thestorygraph.com/books/891f8753-ce16-42d5-a759-d468e34228ed","Lemonade Mouth","Mark Peter Hughes","","9.78E+12","hardcover","to-read","5/29/2018",NA,NA,0,"funny, lighthearted","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Poets. Geniuses. Revolutionaries.The members of the legendary band Lemonade Mouth have been called all of these things. But until now, nobody\'s known the inside story of how this powerhouse band came to be. How five outcasts in Opoquonsett High School\'s freshman class found each other, found the music, and went on to change both rock and roll and high school as we know it. Wen, Stella, Charlie, Olivia, and Mo take us back to that fateful detention where a dentist\'s jingle, a teacher\'s coughing fit, and a beat-up ukelele gave birth to Rhode Island\'s most influential band. Told in each of their five voices and compiled by Opoquonsett\'s \""""scene queen,\"""" freshman Naomi Fishmeier, this anthology is their definitive history.From the Hardcover edition.",55.17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Yes",0.803833241480317
"72",366,"https://app.thestorygraph.com/books/99bcb6b0-5409-4a85-8b58-22d273a400b6","Good Omens","Terry Pratchett, Neil Gaiman","","9.78E+12","paperback","to-read","12/27/2023",NA,NA,0,"adventurous, funny, lighthearted","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"Yes","The classic collaboration from the internationally bestselling authors Neil Gaiman and Terry Pratchett, now a Prime original series starring Michael Sheen and David Tennant.Good Omens . . . is something like what would have happened if Thomas Pynchon, Tom Robbins and Don DeLillo had collaborated. Lots of literary inventiveness in the plotting and chunks of very good writing and characterization. It\'s a wow. It would make one hell of a movie. Or a heavenly one. Take your pick.--Washington PostAccording to The Nice and Accurate Prophecies of Agnes Nutter, Witch (the world\'s only completely accurate book of prophecies, written in 1655, before she exploded), the world will end on a Saturday. Next Saturday, in fact. Just before dinner.So the armies of Good and Evil are amassing, Atlantis is rising, frogs are falling, tempers are flaring. Everything appears to be going according to Divine Plan. Except a somewhat fussy angel and a fast-living demon--both of whom have lived amongst Earth\'s mortals since The Beginning and have grown rather fond of the lifestyle--are not actually looking forward to the coming Rapture.And someone seems to have misplaced the Antichrist . . .",53,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"Yes",0.799013043183921
"89",461,"https://app.thestorygraph.com/books/bad6a941-11b6-4a79-9ae6-61336d70d492","A Curse for True Love","Stephanie Garber","","B0BP6WD4D3","digital","to-read","5/10/2023",NA,NA,0,"adventurous, dark","fast","A mix","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,"No","Two villains, one girl, and a deadly battle for happily ever after . . .Evangeline Fox ventured to the Magnificent North in search of her happy ending, and it seems as if she has it. She’s married to a handsome prince and lives in a legendary castle.&nbsp;But Evangeline has no idea of the devastating price she’s paid for this fairytale. She doesn’t know what she has lost, and her husband is determined to make sure she never finds out.But first he must kill Jacks, the Prince of Hearts. Blood will be shed, hearts will be stolen, and true love will be put to the test.&nbsp;",70.67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Yes",0.794867970047866
"35",167,"https://app.thestorygraph.com/books/4cb95e84-525c-463e-9516-f514da1f3dee","Mortal Follies","Alexis Hall","","9.78E+12","paperback","to-read","6/7/2023",NA,NA,0,"adventurous, lighthearted, mysterious","medium","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","A young noblewoman must pair up with a rumoured witch to ward off a curse in this irresistible sapphic romance from the bestselling author of Boyfriend Material.It is the year 1814 and life for a young lady of good breeding has many difficulties. There are balls to attend, fashions to follow, marriages to consider and, of course, the tiny complication of existing in a world swarming with fairy spirits, interfering deities, and actual straight-up sorcerers.Miss Maelys Mitchelmore finds her entry into high society hindered by an irritating curse. It begins innocuously enough with her dress slowly unmaking itself over the course of an evening at a high-profile ball, a scandal she narrowly manages to escape.However, as the curse progresses to more fatal proportions, Miss Mitchelmore must seek out aid, even if it means mixing with undesirable company. And there are few less desirable than Lady Georgianna Landrake—a brooding, alluring young woman sardonically nicknamed “the Duke of Annadale”—who may or may not have murdered her own father and brothers to inherit their fortune. If one is to believe the gossip, she might be some kind of malign enchantress. Then again, a malign enchantress might be exactly what Miss Mitchelmore needs.With the Duke’s help, Miss Mitchelmore delves into a world of angry gods and vindictive magic, keen to unmask the perpetrator of these otherworldly attacks. But Miss Mitchelmore’s reputation is not the only thing at risk in spending time with her new ally. For the rumoured witch has her own secrets that may prove dangerous to Miss Mitchelmore’s heart—not to mention her life.",46.85,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"Yes",0.791243665803589
"46",209,"https://app.thestorygraph.com/books/019764d6-eff8-4f08-9d85-7e3e16328539","I Am Not Your Perfect Mexican Daughter","Erika L. Sánchez","","9.78E+12","paperback","to-read","8/22/2023",NA,NA,0,"emotional","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"Yes","Perfect Mexican daughters do not go away to college. And they do not move out of their parents’ house after high school graduation. Perfect Mexican daughters never abandon their family. But Julia is not your perfect Mexican daughter. That was Olga’s role.  Then a tragic accident on the busiest street in Chicago leaves Olga dead and Julia left behind to reassemble the shattered pieces of her family. And no one seems to acknowledge that Julia is broken, too. Instead, her mother seems to channel her grief into pointing out every possible way Julia has failed. But it’s not long before Julia discovers that Olga might not have been as perfect as everyone thought. With the help of her best friend Lorena, and her first kiss, first love, first everything boyfriend Connor, Julia is determined to find out. Was Olga really what she seemed? Or was there more to her sister’s story? And either way, how can Julia even attempt to live up to a seemingly impossible ideal?",65.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yes",0.787469997376234
"40",181,"https://app.thestorygraph.com/books/5148b109-1242-4faa-994b-3ab8da798801","Once & Future","Cory McCarthy, A.R. Capetta","","9.78E+12","hardcover","to-read","1/24/2024",NA,NA,0,"adventurous, emotional, lighthearted","fast","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","King Arthur as you\'ve never seen herThis bold, sizzling YA novel reimagines the Once and Future King as a teenage girl determined to save the universe from an evil curse.&nbsp;My name is Ari Helix. I have a magic sword, a cranky wizard, and a revolution to start.I\'ve been chased my whole life. As a fugitive refugee in the territory controlled by the tyrannical Mercer corporation, I\'ve always had to hide who I am. Until I found Excalibur. Now I\'m done hiding.&nbsp;When Ari crash-lands on Old Earth and pulls a magic sword from its ancient resting place, she is revealed to be the newest reincarnation of King Arthur. Then she meets Merlin, who has aged backward over the centuries into a teenager, and together they must break the curse that keeps Arthur coming back. Their quest? Defeat the cruel, oppressive government and bring peace and equality to all humankind. No pressure.&nbsp;\""""All hail this worthier-than-ever, fresh, and affirming reincarnation of the legendary king and her round table of knights which dazzles with heroic flair, humor, and suspense.\"""" -- Kirkus, Starred Review",65.76,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"Yes",0.787190282059222
